,model,dataset,domain,num_variates,prediction_length,frequency,inference_time,time_series_avg_len,num_samples,normalized_inference_time,normalized_time_per_input_output_point,Model,"Dataset, Frequency, Term",dataset_name,term
127,chronos_bolt_small,solar/D/short,Energy,1,30,D,0.3322592973709106,320.0,274,4.042083909621783e-05,1.2631512217568072e-07,Chr.B.S,"solar, D, short",solar,short
128,chronos_bolt_small,solar/H/long,Energy,1,720,H,6.51544828414917,7680.0,274,3.302640046709839e-05,4.300312560820103e-09,Chr.B.S,"solar, H, long",solar,long
129,chronos_bolt_small,solar/H/medium,Energy,1,480,H,4.443316555023193,8040.0,274,3.378434120303523e-05,4.202032487939705e-09,Chr.B.S,"solar, H, medium",solar,medium
130,chronos_bolt_small,solar/H/short,Energy,1,48,H,5.546657085418701,8280.0,2603,4.4393144812225484e-05,5.361490919350904e-09,Chr.B.S,"solar, H, short",solar,short
131,chronos_bolt_small,solar/W/short,Energy,1,8,W,0.262460994720459,44.0,137,0.00023947171051136768,5.4425388752583566e-06,Chr.B.S,"solar, W, short",solar,short
132,chronos_bolt_tiny,bitbrains_fast_storage/5T/long,Web/CloudOps,2,720,5T,29.39157643318176,7560.0,2500,1.6328653573989867e-05,2.159874811374321e-09,Chr.B.T,"bitbrains_fast_storage, 5T, long",bitbrains_fast_storage,long
133,chronos_bolt_tiny,bitbrains_fast_storage/5T/medium,Web/CloudOps,2,480,5T,20.483352303504944,7920.0,2500,1.7069460252920786e-05,2.1552348804192913e-09,Chr.B.T,"bitbrains_fast_storage, 5T, medium",bitbrains_fast_storage,medium
134,chronos_bolt_tiny,bitbrains_fast_storage/5T/short,Web/CloudOps,2,48,5T,29.083142161369324,8184.0,22500,2.6928835334601224e-05,3.29042464987796e-09,Chr.B.T,"bitbrains_fast_storage, 5T, short",bitbrains_fast_storage,short
135,chronos_bolt_tiny,bitbrains_fast_storage/H/short,Web/CloudOps,2,48,H,2.885970950126648,649.0,2500,2.4049757917722065e-05,3.705663777769194e-08,Chr.B.T,"bitbrains_fast_storage, H, short",bitbrains_fast_storage,short
136,chronos_bolt_tiny,bitbrains_rnd/5T/long,Web/CloudOps,2,720,5T,11.709210848808288,7560.0,1000,1.6262792845567066e-05,2.1511630748104586e-09,Chr.B.T,"bitbrains_rnd, 5T, long",bitbrains_rnd,long
137,chronos_bolt_tiny,bitbrains_rnd/5T/medium,Web/CloudOps,2,480,5T,8.149471330642701,7920.0,1000,1.6978065272172293e-05,2.1436951101227642e-09,Chr.B.T,"bitbrains_rnd, 5T, medium",bitbrains_rnd,medium
138,chronos_bolt_tiny,bitbrains_rnd/5T/short,Web/CloudOps,2,48,5T,12.166060853004456,8184.0,9000,2.816217790047328e-05,3.4411263319248874e-09,Chr.B.T,"bitbrains_rnd, 5T, short",bitbrains_rnd,short
139,chronos_bolt_tiny,bitbrains_rnd/H/short,Web/CloudOps,2,48,H,1.1611207008361817,648.0,1000,2.4190014600753787e-05,3.7330269445607696e-08,Chr.B.T,"bitbrains_rnd, H, short",bitbrains_rnd,short
140,chronos_bolt_tiny,bizitobs_application/10S/long,Web/CloudOps,2,900,10S,0.23707516193389888,7934.0,1,0.00026341684659322097,3.320101419123027e-08,Chr.B.T,"bizitobs_application, 10S, long",bizitobs_application,long
141,chronos_bolt_tiny,bizitobs_application/10S/medium,Web/CloudOps,2,600,10S,0.19331619739532466,7934.0,2,0.00016109683116277056,2.03046169854765e-08,Chr.B.T,"bizitobs_application, 10S, medium",bizitobs_application,medium
142,chronos_bolt_tiny,bizitobs_application/10S/short,Web/CloudOps,2,60,10S,0.05607674121856683,8354.0,15,6.230749024285204e-05,7.458401992201585e-09,Chr.B.T,"bizitobs_application, 10S, short",bizitobs_application,short
143,chronos_bolt_tiny,bizitobs_l2c/5T/long,Web/CloudOps,7,720,5T,0.2548411130905151,29808.0,5,7.078919808069864e-05,2.3748389050153864e-09,Chr.B.T,"bizitobs_l2c, 5T, long",bizitobs_l2c,long
144,chronos_bolt_tiny,bizitobs_l2c/5T/medium,Web/CloudOps,7,480,5T,0.22375042438507076,30048.0,7,6.659238820984249e-05,2.216200353096462e-09,Chr.B.T,"bizitobs_l2c, 5T, medium",bizitobs_l2c,medium
145,chronos_bolt_tiny,bizitobs_l2c/5T/short,Web/CloudOps,7,48,5T,0.14831225872039794,31464.0,20,0.00015449193616708117,4.910117472892232e-09,Chr.B.T,"bizitobs_l2c, 5T, short",bizitobs_l2c,short
146,chronos_bolt_tiny,bizitobs_l2c/H/long,Web/CloudOps,7,720,H,0.2199951410293579,1944.0,1,0.0003055488069852193,1.5717531223519513e-07,Chr.B.T,"bizitobs_l2c, H, long",bizitobs_l2c,long
147,chronos_bolt_tiny,bizitobs_l2c/H/medium,Web/CloudOps,7,480,H,0.16827399730682369,2184.0,1,0.00035057082772254933,1.6051777826124055e-07,Chr.B.T,"bizitobs_l2c, H, medium",bizitobs_l2c,medium
148,chronos_bolt_tiny,bizitobs_l2c/H/short,Web/CloudOps,7,48,H,0.06607537269592281,2496.0,6,0.00022942837741639864,9.191842043926228e-08,Chr.B.T,"bizitobs_l2c, H, short",bizitobs_l2c,short
149,chronos_bolt_tiny,bizitobs_service/10S/long,Web/CloudOps,2,900,10S,0.4089568853378296,7935.0,21,2.1637930441155003e-05,2.726897346081286e-09,Chr.B.T,"bizitobs_service, 10S, long",bizitobs_service,long
150,chronos_bolt_tiny,bizitobs_service/10S/medium,Web/CloudOps,2,600,10S,0.4799431085586548,7935.0,42,1.904536145074027e-05,2.4001715753925986e-09,Chr.B.T,"bizitobs_service, 10S, medium",bizitobs_service,medium
151,chronos_bolt_tiny,bizitobs_service/10S/short,Web/CloudOps,2,60,10S,0.48166637420654296,8355.0,315,2.5484993344261534e-05,3.050268503203056e-09,Chr.B.T,"bizitobs_service, 10S, short",bizitobs_service,short
152,chronos_bolt_tiny,dominick/long,Sales,1,30,W,22.455394411087035,266.4834123222749,100014,7.4840836986445345e-06,2.8084613722949362e-08,Chr.B.T,"dominick, W, long",dominick,long
153,chronos_bolt_tiny,dominick/medium,Sales,1,20,W,22.33256366252899,276.4834123222749,100014,1.1164718770636606e-05,4.03811522610361e-08,Chr.B.T,"dominick, W, medium",dominick,medium
154,chronos_bolt_tiny,dominick/short,Sales,1,2,W,22.357390379905702,294.4834123222749,100014,0.00011177130391698014,3.7955042369130306e-07,Chr.B.T,"dominick, W, short",dominick,short
155,chronos_bolt_tiny,ercot/long,Energy,1,720,H,0.2180403232574463,154152.0,8,3.785422278775109e-05,2.4556426635886067e-10,Chr.B.T,"ercot, H, long",ercot,long
156,chronos_bolt_tiny,ercot/medium,Energy,1,480,H,0.15004236698150633,154392.0,8,3.907353306810061e-05,2.5308003697147913e-10,Chr.B.T,"ercot, H, medium",ercot,medium
157,chronos_bolt_tiny,ercot/short,Energy,1,48,H,0.05438320636749262,154824.0,8,0.00014162293324867871,9.147350103903704e-10,Chr.B.T,"ercot, H, short",ercot,short
158,chronos_bolt_tiny,exchange_rate/long,Econ/Fin,1,120,D,0.0588288307189941,7468.0,8,6.128003199895219e-05,8.205681842387814e-09,Chr.B.T,"exchange_rate, D, long",exchange_rate,long
159,chronos_bolt_tiny,exchange_rate/medium,Econ/Fin,1,80,D,0.058669042587280215,7508.0,8,9.167037904262534e-05,1.2209693532581957e-08,Chr.B.T,"exchange_rate, D, medium",exchange_rate,medium
160,chronos_bolt_tiny,exchange_rate/short,Econ/Fin,1,8,D,0.039955282211303664,7580.0,8,0.0006243012845516197,8.236164703847226e-08,Chr.B.T,"exchange_rate, D, short",exchange_rate,short
161,chronos_bolt_tiny,jena_weather/10T/long,Nature,21,720,10T,1.0128631353378297,49464.0,8,0.00017584429432948432,3.5549954376816334e-09,Chr.B.T,"jena_weather, 10T, long",jena_weather,long
162,chronos_bolt_tiny,jena_weather/10T/medium,Nature,21,480,10T,0.9121445178985595,49824.0,11,0.00017275464354139385,3.4672977589393437e-09,Chr.B.T,"jena_weather, 10T, medium",jena_weather,medium
163,chronos_bolt_tiny,jena_weather/10T/short,Nature,21,48,10T,0.3878628492355346,52200.0,20,0.0004040238012870152,7.739919564885349e-09,Chr.B.T,"jena_weather, 10T, short",jena_weather,short
164,chronos_bolt_tiny,jena_weather/D/short,Nature,21,30,D,0.059146499633789006,321.0,2,0.0009857749938964834,3.0709501367491696e-06,Chr.B.T,"jena_weather, D, short",jena_weather,short
165,chronos_bolt_tiny,jena_weather/H/long,Nature,21,720,H,0.2768611431121826,7704.0,2,0.00019226468271679346,2.4956474911317944e-08,Chr.B.T,"jena_weather, H, long",jena_weather,long
166,chronos_bolt_tiny,jena_weather/H/medium,Nature,21,480,H,0.1985897541046142,8064.0,2,0.00020686432719230647,2.5652818352220545e-08,Chr.B.T,"jena_weather, H, medium",jena_weather,medium
167,chronos_bolt_tiny,jena_weather/H/short,Nature,21,48,H,0.3157722353935241,8304.0,19,0.00034624148617710975,4.1695747372002623e-08,Chr.B.T,"jena_weather, H, short",jena_weather,short
168,chronos_bolt_tiny,solar/10T/long,Energy,1,720,10T,6.540892601013184,49320.0,1096,8.288844030075507e-06,1.6806253102342876e-10,Chr.B.T,"solar, 10T, long",solar,long
169,chronos_bolt_tiny,solar/10T/medium,Energy,1,480,10T,6.059091377258301,49680.0,1507,8.376315219611675e-06,1.686053788166601e-10,Chr.B.T,"solar, 10T, medium",solar,medium
170,chronos_bolt_tiny,solar/10T/short,Energy,1,48,10T,2.43547043800354,52056.0,2740,1.8517871335185067e-05,3.5572981664332775e-10,Chr.B.T,"solar, 10T, short",solar,short
171,chronos_bolt_tiny,solar/D/short,Energy,1,30,D,0.21212644577026363,320.0,274,2.5806136955019906e-05,8.06441779844372e-08,Chr.B.T,"solar, D, short",solar,short
172,chronos_bolt_tiny,solar/H/long,Energy,1,720,H,1.5872284293174743,7680.0,274,8.045561786889062e-06,1.04759919100118e-09,Chr.B.T,"solar, H, long",solar,long
173,chronos_bolt_tiny,solar/H/medium,Energy,1,480,H,1.1218246459960937,8040.0,274,8.529688610067623e-06,1.060906543540749e-09,Chr.B.T,"solar, H, medium",solar,medium
174,chronos_bolt_tiny,solar/H/short,Energy,1,48,H,1.7595548152923584,8280.0,2603,1.4082747593260648e-05,1.7008149267223004e-09,Chr.B.T,"solar, H, short",solar,short
175,chronos_bolt_tiny,solar/W/short,Energy,1,8,W,0.21428995132446285,44.0,137,0.0001955200285807143,4.443637013198052e-06,Chr.B.T,"solar, W, short",solar,short
176,moirai_base,bitbrains_fast_storage/5T/long,Web/CloudOps,2,720,5T,0.03436174392700189,7560.0,2500,1.9089857737223273e-08,2.525113457304666e-12,Moi.B,"bitbrains_fast_storage, 5T, long",bitbrains_fast_storage,long
177,moirai_base,bitbrains_fast_storage/5T/medium,Web/CloudOps,2,480,5T,0.035764575004577595,7920.0,2500,2.980381250381466e-08,3.7631076393705385e-12,Moi.B,"bitbrains_fast_storage, 5T, medium",bitbrains_fast_storage,medium
178,moirai_base,bitbrains_fast_storage/5T/short,Web/CloudOps,2,48,5T,0.03470835685729975,8184.0,22500,3.213736746046273e-08,3.9268533065081535e-12,Moi.B,"bitbrains_fast_storage, 5T, short",bitbrains_fast_storage,short
179,moirai_base,bitbrains_fast_storage/H/short,Web/CloudOps,2,48,H,0.0027406215667724,649.0,2500,2.2838513056436664e-08,3.519031287586543e-11,Moi.B,"bitbrains_fast_storage, H, short",bitbrains_fast_storage,short
180,moirai_base,bitbrains_rnd/5T/long,Web/CloudOps,2,720,5T,0.00990629196166988,7560.0,1000,1.3758738835652611e-08,1.8199389994249486e-12,Moi.B,"bitbrains_rnd, 5T, long",bitbrains_rnd,long
181,moirai_base,bitbrains_rnd/5T/medium,Web/CloudOps,2,480,5T,0.00944938659667963,7920.0,1000,1.9686222076415894e-08,2.4856341005575627e-12,Moi.B,"bitbrains_rnd, 5T, medium",bitbrains_rnd,medium
182,moirai_base,bitbrains_rnd/5T/short,Web/CloudOps,2,48,5T,0.00974349975585934,8184.0,9000,2.255439758300773e-08,2.7559136831632126e-12,Moi.B,"bitbrains_rnd, 5T, short",bitbrains_rnd,short
183,moirai_base,bitbrains_rnd/H/short,Web/CloudOps,2,48,H,0.00195600986480708,648.0,1000,4.075020551681417e-08,6.288611962471322e-11,Moi.B,"bitbrains_rnd, H, short",bitbrains_rnd,short
184,moirai_base,bizitobs_application/10S/long,Web/CloudOps,2,900,10S,0.00153174400329586,7934.0,1,1.7019377814398444e-06,2.145119462364311e-10,Moi.B,"bizitobs_application, 10S, long",bizitobs_application,long
185,moirai_base,bizitobs_application/10S/medium,Web/CloudOps,2,600,10S,0.00157363414764398,7934.0,2,1.3113617897033167e-06,1.6528381518821736e-10,Moi.B,"bizitobs_application, 10S, medium",bizitobs_application,medium
186,moirai_base,bizitobs_application/10S/short,Web/CloudOps,2,60,10S,0.00160787105560297,8354.0,15,1.786523395114411e-06,2.1385245332947225e-10,Moi.B,"bizitobs_application, 10S, short",bizitobs_application,short
187,moirai_base,bizitobs_l2c/5T/long,Web/CloudOps,7,720,5T,0.0013501644134521,29808.0,5,3.7504567040336114e-07,1.2582047450461658e-11,Moi.B,"bizitobs_l2c, 5T, long",bizitobs_l2c,long
188,moirai_base,bizitobs_l2c/5T/medium,Web/CloudOps,7,480,5T,0.00148763656616205,30048.0,7,4.4274897802441966e-07,1.4734723709545383e-11,Moi.B,"bizitobs_l2c, 5T, medium",bizitobs_l2c,medium
189,moirai_base,bizitobs_l2c/5T/short,Web/CloudOps,7,48,5T,0.00139098167419429,31464.0,20,1.4489392439523854e-06,4.60507006087079e-11,Moi.B,"bizitobs_l2c, 5T, short",bizitobs_l2c,short
190,moirai_base,bizitobs_l2c/H/long,Web/CloudOps,7,720,H,0.00114188194274898,1944.0,1,1.5859471427069166e-06,8.158164314335991e-10,Moi.B,"bizitobs_l2c, H, long",bizitobs_l2c,long
191,moirai_base,bizitobs_l2c/H/medium,Web/CloudOps,7,480,H,0.00103204250335689,2184.0,1,2.1500885486601876e-06,9.84472778690562e-10,Moi.B,"bizitobs_l2c, H, medium",bizitobs_l2c,medium
192,moirai_base,bizitobs_l2c/H/short,Web/CloudOps,7,48,H,0.00111169815063472,2496.0,6,3.860063023037222e-06,1.5464996085886306e-09,Moi.B,"bizitobs_l2c, H, short",bizitobs_l2c,short
193,moirai_base,bizitobs_service/10S/long,Web/CloudOps,2,900,10S,0.00209789276123044,7935.0,21,1.1099961699631956e-07,1.3988609577355963e-11,Moi.B,"bizitobs_service, 10S, long",bizitobs_service,long
194,moirai_base,bizitobs_service/10S/medium,Web/CloudOps,2,600,10S,0.00223019123077389,7935.0,42,8.84996520148369e-08,1.1153075238164701e-11,Moi.B,"bizitobs_service, 10S, medium",bizitobs_service,medium
195,moirai_base,bizitobs_service/10S/short,Web/CloudOps,2,60,10S,0.00208075046539302,8355.0,315,1.100926172165619e-07,1.3176854244950557e-11,Moi.B,"bizitobs_service, 10S, short",bizitobs_service,short
196,moirai_base,dominick/long,Sales,1,30,W,6.103515625e-06,266.4834123222749,100014,2.0342204174748868e-12,7.633572385416539e-15,Moi.B,"dominick, W, long",dominick,long
197,moirai_base,dominick/medium,Sales,1,20,W,6.580352783203125e-06,276.4834123222749,100014,3.2897158313851686e-12,1.1898420247904806e-14,Moi.B,"dominick, W, medium",dominick,medium
198,moirai_base,dominick/short,Sales,1,2,W,6.270408630371094e-06,294.4834123222749,100014,3.134765448022824e-11,1.0644964425338223e-13,Moi.B,"dominick, W, short",dominick,short
199,moirai_base,ercot/long,Energy,1,720,H,6.413459777832031e-06,154152.0,8,1.1134478780958387e-09,7.223051780682954e-15,Moi.B,"ercot, H, long",ercot,long
200,moirai_base,ercot/medium,Energy,1,480,H,5.769729614257812e-06,154392.0,8,1.502533753712972e-09,9.73194047433139e-15,Moi.B,"ercot, H, medium",ercot,medium
201,moirai_base,ercot/short,Energy,1,48,H,6.270408630371094e-06,154824.0,8,1.632918914159139e-08,1.0546936612922667e-13,Moi.B,"ercot, H, short",ercot,short
202,moirai_base,exchange_rate/long,Econ/Fin,1,120,D,6.055831909179687e-06,7468.0,8,6.30815823872884e-09,8.446917834398555e-13,Moi.B,"exchange_rate, D, long",exchange_rate,long
203,moirai_base,exchange_rate/medium,Econ/Fin,1,80,D,6.031990051269531e-06,7508.0,8,9.424984455108644e-09,1.2553255800624192e-12,Moi.B,"exchange_rate, D, medium",exchange_rate,medium
204,moirai_base,exchange_rate/short,Econ/Fin,1,8,D,6.318092346191406e-06,7580.0,8,9.872019290924072e-08,1.3023772151614872e-11,Moi.B,"exchange_rate, D, short",exchange_rate,short
205,moirai_base,jena_weather/10T/long,Nature,21,720,10T,0.00203320980072017,49464.0,8,3.529878126250295e-07,7.136256926755409e-12,Moi.B,"jena_weather, 10T, long",jena_weather,long
206,moirai_base,jena_weather/10T/medium,Nature,21,480,10T,0.00208528041839595,49824.0,11,3.9493947318105113e-07,7.926691417410307e-12,Moi.B,"jena_weather, 10T, medium",jena_weather,medium
207,moirai_base,jena_weather/10T/short,Nature,21,48,10T,0.00208039283752437,52200.0,20,2.167075872421219e-06,4.151486345634519e-11,Moi.B,"jena_weather, 10T, short",jena_weather,short
208,moirai_base,jena_weather/D/short,Nature,21,30,D,0.0010313272476196,321.0,2,1.7188787460326667e-05,5.354762448699896e-08,Moi.B,"jena_weather, D, short",jena_weather,short
209,moirai_base,jena_weather/H/long,Nature,21,720,H,0.00125577449798578,7704.0,2,8.720656236012362e-07,1.13196472430067e-10,Moi.B,"jena_weather, H, long",jena_weather,long
210,moirai_base,jena_weather/H/medium,Nature,21,480,H,0.00127720832824704,8064.0,2,1.330425341924e-06,1.6498330132986111e-10,Moi.B,"jena_weather, H, medium",jena_weather,medium
211,moirai_base,jena_weather/H/short,Nature,21,48,H,0.00122346878051752,8304.0,19,1.3415227856551755e-06,1.6155139518968876e-10,Moi.B,"jena_weather, H, short",jena_weather,short
212,moirai_base,solar/10T/long,Energy,1,720,10T,0.0008396148681640099,49320.0,1096,1.0639888333384148e-09,2.157317180329308e-14,Moi.B,"solar, 10T, long",solar,long
213,moirai_base,solar/10T/medium,Energy,1,480,10T,0.0008617401123046399,49680.0,1507,1.1913018584171643e-09,2.397950600678672e-14,Moi.B,"solar, 10T, medium",solar,medium
214,moirai_base,solar/10T/short,Energy,1,48,10T,0.0008671760559081501,52056.0,2740,6.593491909277297e-09,1.2666151662204734e-13,Moi.B,"solar, 10T, short",solar,short
215,moirai_base,solar/D/short,Energy,1,30,D,0.0007841825485229,320.0,274,9.53993368032725e-08,2.9812292751022655e-10,Moi.B,"solar, D, short",solar,short
216,moirai_base,solar/H/long,Energy,1,720,H,0.00076699256896967,7680.0,274,3.887837433950071e-09,5.062288325455821e-13,Moi.B,"solar, H, long",solar,long
217,moirai_base,solar/H/medium,Energy,1,480,H,0.0007918834686278899,8040.0,274,6.021011774847095e-09,7.488820615481462e-13,Moi.B,"solar, H, medium",solar,medium
218,moirai_base,solar/H/short,Energy,1,48,H,0.0008279085159301199,8280.0,2603,6.62623668147426e-09,8.002701306128333e-13,Moi.B,"solar, H, short",solar,short
219,moirai_base,solar/W/short,Energy,1,8,W,0.000754165649414,44.0,137,6.881073443558394e-07,1.5638803280814532e-08,Moi.B,"solar, W, short",solar,short
220,moirai_large,bitbrains_fast_storage/5T/long,Web/CloudOps,2,720,5T,0.03648297786712642,7560.0,2500,2.0268321037292455e-08,2.6809948462027057e-12,Moi.L,"bitbrains_fast_storage, 5T, long",bitbrains_fast_storage,long
221,moirai_large,bitbrains_fast_storage/5T/medium,Web/CloudOps,2,480,5T,0.03779900074005121,7920.0,2500,3.1499167283376004e-08,3.977167586284849e-12,Moi.L,"bitbrains_fast_storage, 5T, medium",bitbrains_fast_storage,medium
222,moirai_large,bitbrains_fast_storage/5T/short,Web/CloudOps,2,48,5T,0.03837559223175044,8184.0,22500,3.5532955770139296e-08,4.341759013946639e-12,Moi.L,"bitbrains_fast_storage, 5T, short",bitbrains_fast_storage,short
223,moirai_large,bitbrains_fast_storage/H/short,Web/CloudOps,2,48,H,0.0027336597442626396,649.0,2500,2.278049786885533e-08,3.5100921215493573e-11,Moi.L,"bitbrains_fast_storage, H, short",bitbrains_fast_storage,short
224,moirai_large,bitbrains_rnd/5T/long,Web/CloudOps,2,720,5T,0.01009888648986814,7560.0,1000,1.4026231235927973e-08,1.855321592053965e-12,Moi.L,"bitbrains_rnd, 5T, long",bitbrains_rnd,long
225,moirai_large,bitbrains_rnd/5T/medium,Web/CloudOps,2,480,5T,0.00965750217437738,7920.0,1000,2.0119796196619543e-08,2.5403783076539825e-12,Moi.L,"bitbrains_rnd, 5T, medium",bitbrains_rnd,medium
226,moirai_large,bitbrains_rnd/5T/short,Web/CloudOps,2,48,5T,0.011247348785400329,8184.0,9000,2.6035529595834095e-08,3.1812719447500116e-12,Moi.L,"bitbrains_rnd, 5T, short",bitbrains_rnd,short
227,moirai_large,bitbrains_rnd/H/short,Web/CloudOps,2,48,H,0.00184421539306635,648.0,1000,3.842115402221562e-08,5.929190435527103e-11,Moi.L,"bitbrains_rnd, H, short",bitbrains_rnd,short
228,moirai_large,bizitobs_application/10S/long,Web/CloudOps,2,900,10S,0.00169351100921626,7934.0,1,1.881678899129178e-06,2.3716648589982074e-10,Moi.L,"bizitobs_application, 10S, long",bizitobs_application,long
229,moirai_large,bizitobs_application/10S/medium,Web/CloudOps,2,600,10S,0.0016371726989745602,7934.0,2,1.3643105824788003e-06,1.719574719534661e-10,Moi.L,"bizitobs_application, 10S, medium",bizitobs_application,medium
230,moirai_large,bizitobs_application/10S/short,Web/CloudOps,2,60,10S,0.00153429508209223,8354.0,15,1.704772313435811e-06,2.0406659246298912e-10,Moi.L,"bizitobs_application, 10S, short",bizitobs_application,short
231,moirai_large,bizitobs_l2c/5T/long,Web/CloudOps,7,720,5T,0.00129988193511959,29808.0,5,3.6107831531099723e-07,1.2113470052032918e-11,Moi.L,"bizitobs_l2c, 5T, long",bizitobs_l2c,long
232,moirai_large,bizitobs_l2c/5T/medium,Web/CloudOps,7,480,5T,0.00144464969635005,30048.0,7,4.299552667708482e-07,1.4308947909040475e-11,Moi.L,"bizitobs_l2c, 5T, medium",bizitobs_l2c,medium
233,moirai_large,bizitobs_l2c/5T/short,Web/CloudOps,7,48,5T,0.00136182308197018,31464.0,20,1.4185657103856043e-06,4.5085358199389914e-11,Moi.L,"bizitobs_l2c, 5T, short",bizitobs_l2c,short
234,moirai_large,bizitobs_l2c/H/long,Web/CloudOps,7,720,H,0.00107161998748774,1944.0,1,1.4883610937329721e-06,7.65617846570459e-10,Moi.L,"bizitobs_l2c, H, long",bizitobs_l2c,long
235,moirai_large,bizitobs_l2c/H/medium,Web/CloudOps,7,480,H,0.00098321437835688,2184.0,1,2.0483632882435e-06,9.37895278499771e-10,Moi.L,"bizitobs_l2c, H, medium",bizitobs_l2c,medium
236,moirai_large,bizitobs_l2c/H/short,Web/CloudOps,7,48,H,0.00107426643371579,2496.0,6,3.7300917837353817e-06,1.4944277979709062e-09,Moi.L,"bizitobs_l2c, H, short",bizitobs_l2c,short
237,moirai_large,bizitobs_service/10S/long,Web/CloudOps,2,900,10S,0.00212557315826412,7935.0,21,1.1246418826794286e-07,1.4173180626079756e-11,Moi.L,"bizitobs_service, 10S, long",bizitobs_service,long
238,moirai_large,bizitobs_service/10S/medium,Web/CloudOps,2,600,10S,0.00204501152038568,7935.0,42,8.115125080895556e-08,1.0227000732067494e-11,Moi.L,"bizitobs_service, 10S, medium",bizitobs_service,medium
239,moirai_large,bizitobs_service/10S/short,Web/CloudOps,2,60,10S,0.00202097892761226,8355.0,315,1.0693010199006668e-07,1.2798336563742271e-11,Moi.L,"bizitobs_service, 10S, short",bizitobs_service,short
240,moirai_large,dominick/long,Sales,1,30,W,6.031990051269531e-06,266.4834123222749,100014,2.010381896957603e-12,7.544116459024939e-15,Moi.L,"dominick, W, long",dominick,long
241,moirai_large,dominick/medium,Sales,1,20,W,6.270408630371094e-06,276.4834123222749,100014,3.1347654480228236e-12,1.1337987410141174e-14,Moi.L,"dominick, W, medium",dominick,medium
242,moirai_large,dominick/short,Sales,1,2,W,5.7220458984375e-06,294.4834123222749,100014,2.8606224620740598e-11,9.714035977494956e-14,Moi.L,"dominick, W, short",dominick,short
243,moirai_large,ercot/long,Energy,1,720,H,6.270408630371094e-06,154152.0,8,1.088612609439426e-09,7.061942819032034e-15,Moi.L,"ercot, H, long",ercot,long
244,moirai_large,ercot/medium,Energy,1,480,H,5.936622619628906e-06,154392.0,8,1.5459954738616943e-09,1.0013442884745934e-14,Moi.L,"ercot, H, medium",ercot,medium
245,moirai_large,ercot/short,Energy,1,48,H,6.151199340820313e-06,154824.0,8,1.601874828338623e-08,1.0346424510015393e-13,Moi.L,"ercot, H, short",ercot,short
246,moirai_large,exchange_rate/long,Econ/Fin,1,120,D,6.127357482910156e-06,7468.0,8,6.3826640446980796e-09,8.546684580474128e-13,Moi.L,"exchange_rate, D, long",exchange_rate,long
247,moirai_large,exchange_rate/medium,Econ/Fin,1,80,D,5.936622619628906e-06,7508.0,8,9.275972843170165e-09,1.2354785353183492e-12,Moi.L,"exchange_rate, D, medium",exchange_rate,medium
248,moirai_large,exchange_rate/short,Econ/Fin,1,8,D,6.079673767089844e-06,7580.0,8,9.499490261077881e-08,1.2532309051553932e-11,Moi.L,"exchange_rate, D, short",exchange_rate,short
249,moirai_large,jena_weather/10T/long,Nature,21,720,10T,0.00214180946350093,49464.0,8,3.7184192074668925e-07,7.517425213219498e-12,Moi.L,"jena_weather, 10T, long",jena_weather,long
250,moirai_large,jena_weather/10T/medium,Nature,21,480,10T,0.0021503925323485902,49824.0,11,4.072713129448088e-07,8.174199440928242e-12,Moi.L,"jena_weather, 10T, medium",jena_weather,medium
251,moirai_large,jena_weather/10T/short,Nature,21,48,10T,0.0053001642227172305,52200.0,20,5.521004398663782e-06,1.057663677904939e-10,Moi.L,"jena_weather, 10T, short",jena_weather,short
252,moirai_large,jena_weather/D/short,Nature,21,30,D,0.00124750137329097,321.0,2,2.07916895548495e-05,6.477161855093302e-08,Moi.L,"jena_weather, D, short",jena_weather,short
253,moirai_large,jena_weather/H/long,Nature,21,720,H,0.00126955509185787,7704.0,2,8.816354804568541e-07,1.1443866568754597e-10,Moi.L,"jena_weather, H, long",jena_weather,long
254,moirai_large,jena_weather/H/medium,Nature,21,480,H,0.00128614902496333,8064.0,2,1.3397385676701353e-06,1.6613821523687195e-10,Moi.L,"jena_weather, H, medium",jena_weather,medium
255,moirai_large,jena_weather/H/short,Nature,21,48,H,0.00273356437683099,8304.0,19,2.997329360560296e-06,3.609500675048526e-10,Moi.L,"jena_weather, H, short",jena_weather,short
256,moirai_large,solar/10T/long,Energy,1,720,10T,0.00092096328735347,49320.0,1096,1.1670763475180834e-09,2.3663348489823265e-14,Moi.L,"solar, 10T, long",solar,long
257,moirai_large,solar/10T/medium,Energy,1,480,10T,0.00091283321380611,49680.0,1507,1.261934878630433e-09,2.540126567291532e-14,Moi.L,"solar, 10T, medium",solar,medium
258,moirai_large,solar/10T/short,Energy,1,48,10T,0.0008927345275878299,52056.0,2740,6.787823354530337e-09,1.303946395137993e-13,Moi.L,"solar, 10T, short",solar,short
259,moirai_large,solar/D/short,Energy,1,30,D,0.00075485706329342,320.0,274,9.183175952474697e-08,2.869742485148343e-10,Moi.L,"solar, D, short",solar,short
260,moirai_large,solar/H/long,Energy,1,720,H,0.0008030891418456599,7680.0,274,4.070808707652372e-09,5.300532171422359e-13,Moi.L,"solar, H, long",solar,long
261,moirai_large,solar/H/medium,Energy,1,480,H,0.0007738590240478,8040.0,274,5.883964598903589e-09,7.318363928984563e-13,Moi.L,"solar, H, medium",solar,medium
